pinyin,label
shishang,0
yaci,1
kaiyan,0
gongbo,0
nuomu,1
tongjiao,1
junwei,1
xiuxiang,0
wenlong,1
heguang,0
wandong,0
tengyan,1
jinghai,0
chenbin,0
xuqiao,0
tianjin,1
maoyi,1
langshi,1
ruyue,1
jielin,1
zhaozeng,0
huichen,0
ningxi,1
falin,0
zaoshan,1
dongmeng,0
yuanchong,1
shangyu,1
fengdong,1
guosong,0
zaikuang,0
guishui,1
qiangen,0
lixiang,0
xuhao,0
shuoli,0
cailei,0
shuzhi,1
sixuan,0
yishuai,0
tenghui,1
meirui,0
zhizi,1
xiandi,0
zixian,1
songjian,0
tairen,0
manyin,1
xiaosu,0
yasheng,0
linsheng,0
gangzhi,1
anyun,0
yuanya,1
yuantao,1
mumu,1
liangguang,1
guibiao,0
beijuan,1
jingju,1
yingluo,0
shuanghong,0
tuai,0
chongyi,0
chouwan,1
xingui,0
minglian,1
feixian,1
chengli,0
manxin,1
shijie,0
kuantao,0
panpeng,1
haoguan,0
jingyuan,0
yaoxuan,0
jinku,0
chupo,0
cenning,1
mingquan,0
haoye,1
zhugang,0
xiongbiao,0
peichu,1
xiaoxun,1
yinjie,1
hangjin,0
lanhua,0
liuliu,0
haofa,0
yude,0
rulan,1
min,0
jincu,0
gengjing,1
kepan,1
yinggui,1
tuxiao,0
yunshan,0
yuesan,0
lingyun,1
fangzhun,0
chensi,1
yuben,0
tengxuan,0
xiujing,1
ningming,0
zhaoyue,0
nvren,1
huizheng,1
bangwen,0
yaofu,0
xiaoqian,1
xuefang,1
ziya,0
guifan,1
baowa,1
niyi,1
suifeng,0
shandong,0
xuanyin,1
zhuhua,0
dahui,1
zuoping,1
zifu,0
tianqin,0
langfa,0
yunshao,0
yixin,0
linda,0
cairui,1
xiaoxiu,1
chancheng,1
kuangjuan,1
pengsheng,1
lanmao,0
shaojin,0
shuangxiu,0
shao,0
zhongqiu,1
huanxiao,1
zhaibeng,0
changfei,0
renbu,1
honghao,0
jingyuan,1
hei,0
yunxuan,0
luyou,0
congpu,0
yuanshu,1
conggui,1
bocen,1
duonan,0
kanggeng,0
shuohang,0
yuzhi,1
kuyu,0
conghan,0
xincan,0
ruicen,0
jiqian,1
yijiao,0
pingzuan,0
chongkai,0
xuanning,1
yinchen,0
lairu,0
tanru,1
piaoxi,0
liqiao,1
zexing,0
duoyan,0
jianwen,1
yiqiao,1
bingyun,1
binmei,1
naipeng,0
lingning,1
ximei,0
xingmian,0
chuangtian,0
yingchun,0
gengdian,0
baoye,1
runbing,0
hengjun,1
herun,0
jingzhou,0
zengyue,0
hulan,0
tiying,0
huanwei,0
caiyou,1
hualei,0
yuezu,0
fanqi,1
tiwen,0
boqian,1
houli,0
duozhu,1
zhanshi,0
jingrou,0
shensi,1
zhaoru,1
jieqiang,0
shenshuo,0
chongxu,0
buying,1
shengqi,1
yefan,0
peikang,0
wayou,0
yingkong,1
huafan,0
zengyan,0
taixi,1
jigen,0
didi,1
anyan,0
leshi,0
jiajin,1
kuyi,0
rongsi,1
longsha,1
cangle,0
qijia,1
wanman,0
cheyan,1
jianglu,0
zhouzhou,0
tingwen,0
seyu,1
yingya,0
pianpian,1
xionghui,0
zhoucai,0
luojia,1
shangwei,1
bihua,1
zhengguo,0
rangyi,1
linran,0
xunshu,0
bangyan,0
xingzhu,0
muhao,0
wannian,0
lingou,0
miaoqiong,1
guosheng,1
huangchen,1
yunye,0
yichang,1
yilv,0
ganglan,1
baisen,0
ji,0
suike,0
fangying,0
jinxuan,0
xuyu,0
yunyong,0
jiahai,0
zengmian,0
ao,0
yaokan,0
xunce,0
shuibin,0
gujia,0
kedan,1
linpu,1
kui,0
xiaohang,1
ruoding,1
heru,0
shangyang,0
fangxun,1
jiafu,1
aoxi,0
kouxia,1
ruisha,1
zongyong,0
yinchun,0
yuansan,0
shuaidong,0
rongyao,1
danyang,1
yangtian,0
shengluo,1
zhuangzhi,0
huanyue,0
linwan,1
niucui,1
rushen,1
xiteng,0
cangxian,0
zhaoze,0
huaying,0
huanya,1
xuguang,0
zhongyou,0
hanjing,0
xiewei,1
wumo,1
gangyou,1
ruopo,1
canru,1
leyong,0
suiling,1
yanzeng,0
jiangmei,1
dujia,1
huandang,0
miaole,0
nuanshu,1
wantai,1
laicheng,0
chengpei,0
tianmu,0
shanbin,0
ouchi,0
zaixi,0
quantong,0
banghua,0
pengye,0
bafeng,1
huapeng,0
kebei,1
jiahuan,1
pingmou,1
yongyue,1
cunyi,0
ligao,1
yaxian,0
boru,1
haishui,0
junjie,0
yanquan,1
baoao,0
haili,0
haikuo,0
quanji,0
jiqin,1
ganyu,0
maoli,0
minwei,1
linhe,0
sunuo,1
tongluo,1
binqu,0
sunliu,0
yuexiao,0
feifeng,0
gongyuan,0
yicao,1
cha,0
ruojun,1
wenzuo,0
yiken,1
beihe,0
penggan,0
chaihuang,1
saner,0
yaoyuan,1
wuhan,1
hanbiao,0
mingqi,1
zhongzhi,1
beishuang,0
feineng,0
baojie,0
youpei,1
luxia,0
tianwen,0
yingpo,1
chuanli,0
changcheng,0
taomin,1
baofen,1
shurao,1
xiangzun,0
zhenze,0
qiankan,0
yangong,1
yinjia,1
zixia,1
hanzheng,1
lihao,1
qingfan,1
qisi,0
jiacan,1
xinzhen,1
qiucen,1
yanghao,0
miaoruan,1
jinqiong,1
pan,0
yueyue,0
queyun,1
biheng,0
huadi,0
xiangyao,0
yangmei,1
huaixin,1
liangju,1
yongli,1
ruihua,1
xuanmin,1
sanzhuo,0
zhuoqing,1
fujie,0
pangcuo,1
sicheng,1
guiyou,1
quancai,0
zhengyao,0
xundong,0
gaini,1
yuding,1
buying,0
hannuo,1
kuopan,0
lirang,1
dengrui,0
tangan,0
haoke,0
taoming,0
diwei,0
diaobei,1
qingzhe,0
rujing,0
zuomin,0
jiawan,1
zicen,0
ruishuang,1
gujiu,0
chengming,1
zeai,0
nianchen,1
jinghang,0
kangxie,0
choujian,0
angyang,0
huaye,0
chuanjing,1
jueshen,1
mingxia,1
paxiao,1
huanhao,0
cezhou,0
shuangming,0
guoqi,0
diaocong,1
duotong,0
yiji,0
juanhua,1
yongyi,0
yanming,1
zhangze,0
jiangxiong,0
xiangzhan,0
yalu,0
jiangong,0
hequn,0
tangfu,1
pangtong,1
jiangnuo,0
naifen,1
jiyu,1
shuguang,0
yunjia,1
xuanxu,0
zhonglu,0
zhengrui,0
bine,0
chuyang,0
hexue,1
yaoru,0
renyong,1
jiexiu,1
huodi,1
mucheng,1
xuansu,1
wenfeng,0
chonglei,0
mochen,1
huxun,0
rongshuo,0
xianghua,0
zuomai,0
taoxi,0
tianwen,1
yingjue,1
eryan,1
kanghong,0
zhijia,1
fahong,0
danheng,0
baoshu,1
zhengrun,0
xuruo,0
zhaoqi,1
weitiao,0
liangwei,0
dantiao,1
haihong,0
zhicheng,0
zhurui,1
fangmei,0
mihe,0
tanying,1
zhangyan,0
shanyue,1
runbiao,0
heduo,0
fengjiong,0
kuanqiang,0
xunying,1
qunming,1
qingyue,0
yincan,1
yuantong,0
huixue,0
xiaoshen,0
puzhao,0
deqiang,0
xinxuan,0
jiapang,0
haohao,0
luoqian,1
zongju,0
fanchao,0
saiwei,0
tuer,1
baokuo,0
diaoruo,1
hechang,0
bangqin,1
binman,1
ruhu,0
xuanou,1
zhanmai,0
dequan,0
nanjing,1
nvling,1
xiangjuan,0
zhitai,0
longshun,0
xusong,0
tingmiao,0
yufang,0
fuhua,1
xuqian,1
yibo,0
nvlan,1
jinhan,0
songguo,0
lanwei,0
yuanbei,0
erhuang,0
tangzhong,0
yuelun,0
xijie,1
xingliao,0
haoxuan,0
shaoyao,0
yuanchun,0
laidai,0
huanfang,0
chunya,1
patong,1
bianman,1
daqing,1
yongchang,0
shouxue,0
xinchi,0
chunxiang,0
wanzhong,0
xiaofeng,0
pingren,1
xusui,0
maohua,0
dizhao,0
runyan,1
chenfu,1
kuojun,0
shaowu,0
chonghui,0
haocui,0
qianghui,0
kehui,1
zhixiang,1
peiyi,0
wuchi,0
wannan,1
xiaojuan,1
jingyao,0
kunpeng,0
lianyu,1
huaishi,0
jiuan,0
lanming,0
yoying,0
jieyao,1
ruxiu,1
anning,1
ningzhi,1
ronger,0
choufei,1
xiongliang,0
shulin,0
xinfei,1
chenguo,0
liangmiao,0
mianqu,0
lanyin,0
lianwei,0
fuer,1
qianqian,1
xueqin,1
dongshu,0
yajian,1
miaowu,1
shengbo,1
jingshi,0
yanran,1
xieze,0
luorun,0
duopin,1
tianhong,0
dakai,0
tixing,0
kanwen,0
huichang,1
xuanfan,0
qingge,1
niya,1
zhuoluan,0
qizhang,0
yunkuang,0
jianrong,0
yangbei,0
yunshu,0
pingqin,0
linghong,1
yueyou,0
huitian,1
chengmei,0
yunqi,1
jiangluan,0
yuekong,0
chuoling,0
fuxuan,0
shiqiao,1
junqian,1
haojia,1
huangzhu,0
huizhu,1
xiuhong,0
jimi,0
baixian,0
yuanlv,0
youyang,0
jungan,0
hehe,0
gaiwang,0
fuxi,1
fanwen,0
kongbei,1
jingguo,0
jisi,1
jinye,1
yanglang,0
paiyi,1
lumai,0
tongqiang,0
weilong,0
xuwei,0
shidi,1
cuiyan,1
yueluo,1
xuepei,1
xinbo,1
xianghuan,0
ouren,1
zengcan,0
yunpiao,1
yuanqi,0
songbai,0
zhene,0
qiangze,0
hangyang,0
ersao,0
sanyun,0
changmei,1
feng,0
rungen,0
jungang,0
yuchang,1
qiajia,0
banglin,0
maodan,0
xianshu,1
niyao,1
yuebei,1
xingxing,1
da,0
youbing,0
yingqie,0
daizhen,0
langqing,0
lianbi,0
ganglan,0
keta,0
juqin,1
zhouhang,0
kungan,0
yuanxin,0
caifeng,0
shenming,0
haizi,0
huiai,1
qionghan,0
yuanzi,0
leyou,0
luansan,0
baiming,0
shixu,1
luqin,0
houhou,0
jinchong,1
rongting,1
yuanlang,0
xinqi,0
qiongli,0
zaner,0
weicun,0
peigu,0
huageng,0
shuose,1
tianxing,1
zhuoyang,1
zhengjuan,0
xitian,1
qiali,1
hongjie,1
enyan,0
dianbei,0
caixiang,0
kunlun,0
mianxing,1
chenyong,0
langchen,0
guoli,0
chumi,0
chengjun,1
pingxiao,1
youhan,0
bite,0
nvzhu,1
liushu,1
nichuan,1
xukang,1
chenhuai,0
jizhou,0
qiaocun,0
zinong,0
minyue,1
jiongli,1
chongjiu,0
kaiwei,1
hengzhi,0
xiaozhen,1
luoling,1
zihan,1
liyi,1
baowu,1
naixin,0
tingzi,1
siwen,0
huoyun,0
deren,0
liangtan,0
anmei,0
hongling,1
gulei,0
zhenteng,0
xuanzhi,1
peiju,1
xiuling,1
liankong,0
yangwang,1
rihan,0
dayue,0
leqian,1
futao,0
guoqiang,1
guangzhu,0
yihao,1
siyue,0
erba,1
luren,0
shanyuan,0
mingxian,1
haixu,1
miaojue,0
nemin,1
zengrun,0
xiake,0
xueye,0
jiakuai,0
xinnan,0
jiabin,1
fengmian,0
yu灐,1
sipu,1
shigao,0
caixue,1
chenchu,0
danxi,1
qianzhe,0
tanshan,1
dingyin,1
qingnv,1
ronghao,1
yubei,1
beiting,1
kuqi,0
nuoken,1
zhaola,0
liangshou,0
tengli,0
guayang,1
shuogang,0
dachao,0
kunyan,0
qianrui,0
laijie,0
ruiliang,0
dungui,0
bofei,1
xinya,1
fanmei,1
nixi,0
qufu,1
enhuan,1
runtai,0
dadong,0
jiqiu,1
hongyuan,0
wangqing,1
yingdi,0
mengqi,1
zuoxin,1
dadiao,0
zengyuan,0
fengqiang,0
tizi,1
meidi,1
guanying,1
shengshuo,0
cunxia,0
chongzhou,0
xinmin,1
jikou,0
suoxi,0
qilei,0
chengnan,1
dexiu,0
tianjuan,0
niaomu,1
limeng,1
yexu,1
yongzheng,0
qinfei,1
fangya,0
xuanjun,0
chifeng,0
saihua,1
yaoming,1
konghan,1
qianqin,1
zhuochang,0
xiecong,1
wenxun,0
yansha,1
tingxun,1
rongci,0
jiongfei,1
jide,0
ningtong,0
silei,1
tengbin,0
ziyan,0
qizhan,0
nver,1
deyi,1
zhaopu,0
ruixuan,1
xunli,1
huangzi,1
qinzi,0
xianghe,0
dongdou,0
junxian,1
lanzi,0
zhongshan,0
qiangshen,0
runge,1
huade,0
jianmin,0
gongda,0
xixu,0
danyao,0
hongtong,1
wuxing,0
molan,1
ningmi,1
bingru,1
enshuo,0
shihu,1
yaofen,1
guangxue,1
shenzhen,0
jiangwang,0
nvmei,1
ruojiao,1
pengqiang,0
shenmeng,0
dinghui,1
guomeng,1
weimin,0
yangyao,0
kanghua,0
fenmie,1
yuman,1
mengkai,0
derong,0
duolian,1
pailan,1
piaodie,1
chenju,0
beitong,0
zesen,0
shaoshi,0
zhizhu,1
pengnuan,0
xuebing,0
jiche,0
liaozi,0
wuwang,0
yongqing,0
ganhui,0
miaofei,1
penghe,0
changcen,1
qinqiao,1
liaoxiao,0
mengqiang,1
wenyao,1
yingfang,0
tifa,0
xinhao,1
beidi,1
chanbei,1
zheluan,0
dixia,1
binghua,1
kuankuan,0
xiayun,0
liangshu,0
yebeng,1
zongxiao,0
fengdi,1
luoyu,0
yongyin,0
duojin,0
gaolin,0
xingchen,1
ri,0
yizhe,1
yezi,0
zhenfang,0
bifan,1
hangtian,0
yaozhen,0
jiebu,1
yasong,1
rongdi,0
xiujia,1
shadan,1
dongge,0
ximan,0
feiang,0
senjie,0
tuntian,0
caisheng,0
yidao,0
jijin,1
jiaze,0
peizhong,0
liuzhen,0
haopin,0
junman,1
qiangshan,1
zuohuai,0
yinruo,1
jiaren,0
liufei,0
jianguo,0
nianye,1
xintun,0
shuolin,0
shaniu,1
miao,1
bazhu,0
yusu,0
yueduo,1
zhudong,0
jingluo,1
lexin,1
minxian,0
daiyuan,0
xie,1
haojian,1
yide,1
pingmi,0
runxuan,0
liupan,0
qinyuan,1
quanmei,1
wucun,1
yashang,1
lvqi,1
xianfang,0
taoyu,0
liuqing,1
jiakui,0
qibo,1
xuexiang,1
weiguang,0
yinian,1
yinchang,0
tiwan,1
guilei,0
jinhuo,1
yabi,1
kaien,0
zuowu,0
hanshun,0
shichong,1
zeping,0
mashuo,0
luochen,0
shensen,0
yimi,1
cenwan,0
shaqin,1
qinghao,0
fukun,0
changshan,1
linrong,0
mingjun,1
nannan,0
pingji,0
aoqiu,1
canjia,0
shanzi,0
wangwan,1
renqing,0
jieye,1
changling,0
xiude,0
xiameng,1
jingsen,0
xinge,0
yezuo,0
suixu,0
zerui,1
beisang,1
zuanqu,0
caizhi,1
manku,0
yuni,0
mengle,1
yueke,0
qianyu,0
youxing,1
yunchao,0
xinen,1
yuange,0
manyan,1
caicai,1
zhichao,1
naikang,0
liangang,0
xueyun,1
guanse,0
hejiu,0
zonghong,0
tiangong,0
maolian,1
hairao,1
ziman,0
ningxia,1
yuelu,0
bangyi,0
nanting,1
zhuolan,0
pingwei,1
lingsen,0
danning,0
shumeng,0
longlan,0
wulin,1
lizhun,1
chenwen,0
shiai,0
zongjin,0
zuorui,0
yier,1
aijin,1
yongling,0
linjian,0
wenxiu,0
lechi,0
leinian,1
hongxing,0
ninghao,1
zhongyue,0
nuoyi,1
aiyou,0
qinshao,1
hongtang,1
xiangzi,0
haidong,0
sha,1
tingnan,1
ruina,1
yibeng,0
gangshi,1
linxuan,1
wanzhao,0
shenxue,0
junyin,0
naoyan,1
yaxu,1
qingnen,1
jingchan,0
cuiju,1
junhai,1
jinhua,1
chongxi,1
chufu,0
shicui,1
jiachun,0
xuexue,1
yuzeng,1
yizhu,1
xuwen,0
danfeng,1
zhengxin,1
mucheng,0
aile,0
meitan,0
qianni,1
zuoyin,0
haoluan,0
fajin,1
lankun,0
shuier,0
gegou,0
qiu,0
tuqi,1
yaying,1
jianyu,0
mingzhen,1
chenku,0
yuwa,0
kejuan,0
yilan,1
gongshu,1
huishi,1
cuifang,1
sibeng,0
wuchong,0
junyong,0
qianye,0
jiongjiong,0
luqiao,1
wenbang,0
yanliang,1
jieyong,0
aimian,1
mingjiang,0
qiaotong,0
ningqiang,1
zier,1
pengyu,0
houze,0
songyin,0
zhuoya,1
tainan,0
niuken,1
xiali,1
qiongyi,0
daiwei,0
xuemiao,1
paitian,0
peimin,0
guheng,0
zhaoshuan,0
minke,0
haojing,0
suiying,1
qiewang,0
ziduo,0
pili,1
langling,0
daogong,0
bangru,0
dianfa,0
danting,0
laifen,1
zuhong,0
daoxi,0
runye,1
chengniao,0
zhenxiong,0
yuane,0
fuxing,1
xuku,0
huazi,0
zhensen,0
bingxia,1
canye,0
sikuang,1
chengqi,0
qiongzhen,1
fankun,1
huiwen,0
yexi,0
chuanze,0
jigong,0
yingxiong,0
xiatian,1
bingrui,0
shuangke,0
xiaokai,0
shangyan,0
huachao,1
enzhen,1
zhehui,1
luanhe,0
yuexian,0
lulan,1
xiaohui,0
huobiao,0
zhetao,0
quanpeng,0
xinhan,1
shunjin,1
qushi,0
zidi,1
ninglin,1
jingxuan,1
daxia,1
zhenang,0
kaiming,0
lanyue,1
changrang,1
nifei,1
chongshan,0
hanrao,0
tuoxuan,1
jinqing,0
kengying,1
chenghuo,1
xiying,0
huixue,1
rangong,0
qingbo,0
xuxiao,0
enjie,0
boxing,1
xingyi,0
queying,1
pinhao,0
yunzhao,0
hongxun,0
huanqiu,1
huyi,1
mingdeng,0
zhexu,0
kangshuai,0
minsong,0
tianbin,0
yunguan,0
zaixiang,0
chiniu,0
xizhe,0
fogan,0
luqian,1
donghui,0
canjie,1
baigang,0
houjin,1
niangui,1
siyu,0
gejun,0
kengbo,0
shunjuan,0
zhaozhu,1
chengnuo,1
peichi,0
xiuxiu,1
xiaoen,1
dan,1
juqian,0
huifeng,1
kunchan,0
feiqin,1
renlai,0
zaolv,0
zhirui,0
luoyao,0
shangan,0
zuling,0
hanzhao,1
weidiao,1
zhouqi,0
shujian,1
lintian,0
chezhi,1
linxiang,1
junbai,0
qingang,0
lianguan,0
qingfang,0
haihong,1
suyou,0
dibao,0
luanduo,0
ouchang,0
guanwan,1
dengzhe,0
xingdi,0
ruoran,0
linglei,0
chumo,1
yuannv,1
rupei,0
nailian,0
danni,0
shanxuan,1
shiqu,0
suisheng,0
zhongfei,0
yunshuang,0
niulin,1
xinsha,0
yani,1
nilei,1
hantong,1
juanlan,1
congtao,0
jinggui,0
pingkai,0
cengfeng,0
bailu,1
sujuan,0
xiaxin,0
liuchuang,0
lanqi,1
zengru,0
qingling,0
yazheng,0
qiangyuan,0
dada,0
yinyuan,1
xiaoheng,0
tianhao,0
fangwen,1
chunjiao,0
chengzuo,0
chenda,0
nanlin,0
gengqi,0
xianou,1
baolai,0
weiyao,1
renzuan,0
qingze,1
haodai,0
yuntong,0
falei,0
xuanbang,0
meiliao,1
kaichen,0
guanbo,0
xiaole,1
yapu,0
baolan,0
jiudi,0
aishuang,0
xiongyao,0
shuojin,1
zhengfu,0
danlian,1
hanshuang,1
xinchan,1
shudai,1
bozhu,1
shaoyue,1
zhuduo,1
xiangfen,1
zaidong,0
chengzhuo,0
qiaorou,1
xiugui,1
cheyi,1
feibian,1
guoxi,1
haokun,0
ziting,0
yancen,0
pushan,0
ruilin,1
benyuan,1
shengyuan,0
manlin,1
zizhong,0
gengshan,1
yaoqiang,0
xinpou,1
runren,0
linggan,1
mouchen,1
pingnuo,1
shumin,1
hexiao,1
xiudong,0
haixiao,1
boxue,0
penglu,1
yuanxia,0
linxiao,0
yangcheng,0
dicheng,0
yaoliang,0
jiemei,1
songni,1
haochou,0
shixue,1
hongding,0
yuebo,0
shangqing,0
daie,1
xiujing,0
shijuan,1
peitang,1
mocai,0
qingshuang,1
longcai,0
shichen,1
guangte,0
dizao,1
jingbao,0
angsha,1
jianglong,1
haijing,1
yaoqin,0
ruichen,0
kuo,0
lique,1
yongzhi,1
zanqian,0
youming,0
xiyue,1
kegong,0
pengyuan,1
tongjia,1
leiwen,0
queyi,1
kuaikuan,0
chenpei,1
wenyou,0
tuoxian,1
naikui,0
tiezhan,0
daqian,1
gumi,1
zhiyi,1
hualian,0
huanjia,0
xiaohou,0
tuoyou,1
shujun,0
chaogong,0
kuoce,0
bingsheng,0
qingshao,1
ningyin,1
mingda,0
shihui,1
jingchang,1
shanmu,0
ruonan,0
shunbao,1
yingge,1
yinyi,1
mitang,0
tianlei,0
zaiqiang,0
qingcen,1
fuba,0
lidong,0
xuebin,0
fuhan,1
saixian,1
sining,1
shuangpei,0
dongmu,0
ruizhuo,0
deyao,0
fanghe,0
haiping,0
baichong,1
bojiong,0
fulan,1
mangmang,0
yanman,1
huaguo,0
danian,0
zhaohang,0
qingteng,1
zhuojie,0
kangpu,0
rongqiao,1
jianfu,1
baonan,0
zhiqiu,1
shanglai,1
xiaotuan,0
maide,0
huangyi,0
jincai,0
wenkun,1
xingye,1
lixian,1
yaomeng,1
shujuan,0
chihan,0
louhuai,0
renpan,0
baonuo,1
xuanshu,1
tuolin,1
baorong,0
peijin,1
kaihang,1
bocen,0
exun,1
long,0
diaoqi,1
fuqiang,0
huie,0
chengxia,1
fugen,0
menghui,0
zhisui,1
guangwan,0
yaocen,1
minuo,1
xinxi,0
fubi,0
xianri,0
dongjiong,0
qianguang,0
chengzong,0
jianliang,0
jiashao,1
xinchun,1
yandang,1
yuanmao,0
shantai,1
sanai,1
qidian,0
yingjian,0
decan,0
haoqiao,0
panhao,0
langtian,0
bingxuan,1
tongkai,0
luoxia,1
dengshan,0
sirong,1
jingxia,1
jinhao,0
yangfei,1
shujia,0
wenjiang,0
zheqi,0
cenhang,0
ken,0
ruibi,1
moshu,1
nuokun,1
hanwan,1
leiqi,0
pingnao,1
xichen,1
xuechang,1
baining,0
jiuman,0
hongnan,0
lancai,1
shangcan,0
chunyong,0
cuiqian,1
qumo,1
kairun,0
hankang,0
houqin,1
tingshu,1
changkao,0
qingjie,1
chouao,0
jiajia,0
chengle,0
jingju,0
xianxiao,0
lunshu,0
panggen,0
peidi,0
zenan,1
leiru,1
qiean,0
mingdun,0
yeran,0
kaibing,0
zhenjian,0
ouchen,0
shenzi,1
yongming,1
wanhui,0
wenzhou,0
julu,0
zhengbiao,0
cenghe,0
shengya,0
xingcheng,0
zongkai,0
ziwei,0
ruoxing,0
yu,0
taichu,0
zhoumei,1
tengzi,1
ruohuan,1
zhufang,1
huaizi,1
zhuangya,0
chenyu,0
yongxuan,1
juming,0
songgen,0
pinji,0
jiuye,0
xuanhuang,0
kaiqiang,0
feiyun,0
shumian,0
rongsen,0
wencui,1
shengyao,0
kangjie,1
cao,1
bajie,0
mohan,0
hunan,0
jiaming,1
lingshen,0
danzi,1
shanchun,0
zaiying,0
shutian,1
huaihui,1
xifang,1
lianzhang,1
shuangting,1
mingpan,0
weiqie,1
shaoxia,1
anfu,0
shixiao,0
feimiao,1
xiuyi,1
gaobei,1
shenkun,0
tingcao,1
junrun,0
longping,1
suzhao,0
xuji,1
jiangrong,0
ningjie,1
laiyu,0
jinting,1
guoqun,1
mengzi,0
suoshuang,0
duowei,1
shentian,0
meiqiang,0
qiujin,1
yingzhou,1
xiufu,0
chanshu,0
yalan,0
ruiheng,0
tifan,0
xiangzheng,0
jingbo,0
yongshuai,0
kongjie,0
shidai,0
mulong,0
guxiao,0
tiaoling,1
zhuobin,0
baoli,1
hanmin,1
zhuque,1
weixiao,0
anzhuo,0
miaoxiang,0
huangchun,0
xike,1
chengnuo,0
peiru,0
lingting,1
yumie,0
erxuan,0
jiehang,0
binhun,0
kezhi,0
yuele,1
ronghai,0
mengshi,0
ouyi,0
lunjun,0
zonghai,0
zhaotang,0
pazhu,1
duhan,0
nihong,0
qishuang,1
zihua,1
zhihong,1
tiaoming,1
erhong,0
gemao,1
diexia,1
weikun,0
feiqiao,0
lidiao,1
shuojun,1
shaotong,1
gaopei,0
chuanyao,1
wudong,0
paodan,0
daochen,0
rongshuai,0
tongnuo,0
zutong,1
manrong,0
danuo,0
shaoqin,1
xuechuang,0
hangyan,1
danhua,1
huashu,1
huru,0
shengchun,1
tangshi,0
zongjian,1
jianliu,1
yinyou,0
pian,0
chenteng,0
xianwen,0
jingqing,1
shunmi,1
zhile,0
zhechun,1
luoqi,1
jiazhuang,0
bawen,0
qishi,1
pujun,0
yangao,0
liangong,0
xiahang,0
tianhuan,1
shumei,0
yaozhe,0
yuankun,0
youfeng,0
xunqi,0
cuining,0
baohai,0
taorui,1
xuxiang,1
yaoluan,0
pinsa,0
zengfei,0
xiaosha,0
songhe,0
yongqin,1
xuxiong,0
zhuonan,0
qiudi,1
yuanqiao,1
qingke,0
hanzheng,0
yingze,1
lihe,0
qingju,0
tingwei,1
zehou,0
jijue,0
bingshu,1
panruo,0
leihan,1
gaihua,1
guangqin,0
guiyu,0
lingniu,1
yongxian,0
feiliu,1
situo,0
yuepou,1
airu,0
yayou,1
kuzong,0
zhangyao,0
tubu,0
jianai,1
jiangwan,1
yazhu,1
turu,0
huaren,0
sangui,1
genhong,1
jueyan,0
huocheng,0
niuling,1
qiumi,1
quanfang,1
hongqian,1
yangzhi,0
jingyun,0
detian,0
taoying,1
yourou,1
lijian,1
conglong,0
haike,0
gangwei,1
hanhao,0
weimi,1
junlian,1
qinci,1
leiwan,1
weiri,0
haiyun,1
rongxuan,1
yaoda,0
zhibu,0
dazheng,0
qiaoli,1
binghe,0
yizong,0
qifei,0
kongmei,1
xuchao,1
xinxu,1
qiduo,1
xijue,1
liangchun,0
qianchao,0
zhengchao,0
xiaodai,1
liaodian,0
junao,0
yunai,0
xifeng,1
kaiming,1
enpei,0
lannuo,0
linghao,0
yueci,0
dengtao,0
nvman,1
xianlu,0
yanping,0
jundi,0
zengrong,0
guichen,1
liangjun,1
ruowei,0
huiqun,1
chengshun,0
diaosu,1
zengping,0
houxu,0
hengchun,0
wanran,0
guanghuan,0
yuxiu,0
rongjin,1
aixuan,1
dingmiao,0
panxiang,0
qujia,1
dingcong,0
xuhan,1
hualang,0
letu,0
huiyue,0
ruzhan,0
haoya,1
ruisui,1
dahu,0
shasha,1
shunquan,0
guida,0
erwa,0
nongrong,0
lulin,1
zhui,0
dejiang,0
huan,1
xiongbing,0
xiuruo,1
xingchang,0
nai,0
chenbing,0
qiupeng,0
junyun,0
chengeng,0
jiangsheng,0
dishu,1
zhaoping,0
yaoben,0
duole,0
weizhi,0
guangfen,0
yunding,1
wenran,0
duojia,0
murong,0
licai,0
luochu,0
pushen,0
xiangzhou,0
kaisha,1
binghai,0
taipeng,0
roulin,0
yuewu,1
xuchong,0
kunhao,0
changting,1
jinxing,0
qianhua,1
chunliang,0
shuni,1
yaduo,1
tuanchen,0
zhenrun,0
dingcai,0
han,0
enlong,0
huihuang,1
shixun,1
nuosui,1
panwei,0
huamao,0
yuwen,1
xinci,0
huanjun,1
xingjun,1
lekuang,0
liande,0
xingshuo,1
fangtao,0
aimin,0
xiangzhu,0
tonghuan,0
dacong,1
tigui,1
dagen,0
fangxu,0
bangjian,0
miaoshi,0
qingbai,1
enhui,1
cengyu,0
danghui,1
haowu,0
yancong,0
gangxiang,1
weiwan,1
diaotan,1
baiqi,1
fanfeng,0
zhaiying,1
mengyan,0
sutao,0
duolu,0
hejia,1
jianmou,0
zilang,0
dengheng,0
depei,0
jiedan,1
fanli,1
jinshou,0
jinzhan,0
ruyan,1
wu,1
diexiang,0
shaoning,0
nichun,1
renyou,0
xiaohuo,0
yanzhuo,0
duheng,0
xiaozhen,0
haiyan,0
dangmeng,1
zhiluan,0
liyan,0
taolve,1
xiayuan,0
lucha,1
xinshuang,1
mansu,0
sipei,0
qiongqing,1
zhuer,0
renji,0
kuanghan,0
xumeng,1
yuanyou,1
tianchang,0
shihuan,0
shangli,1
yihui,1
qiguang,0
weizhuo,0
weisa,0
xuntong,0
dinge,1
zexing,1
hegu,0
lianchun,1
